Total_Physical_Buoys,Purchase_Cost_USD,Reconfiguration_Cost_USD,Collection_Cost_USD,Total_Campaign_Cost_USD,Reconfiguration_Hours,MSV_Collections
9,5879800.0,1250000.0,0.0,7129800.0,125.0,0
