Scenario,Date,Physical_Buoys,Purchase_Cost,Reconfiguration_Cost,Collection_Cost,Total_Cost,Reconfig_Hours,MSV_Collections,Operations,Lines
cheap_86t_mold,2025-10-08,9,6379800.0,1190000.0,0.0,7569800.0,119.0,0,51,19
